token	lemma	pos	msd	msd_morph	msd_mode	msd_temps	msd_pers	msd_nomb	msd_genre	msd_cas	norm	ner	
la	le	DETdef	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f		la	O	
Court	court	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f		Court	O	
n'	ne	ADVneg	MORPH=empty	MORPH=empty							n'	O	
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s		MODE=ind|		PERS.=3	NOMB.=s			a	O	
point	point	ADVneg	MORPH=empty	MORPH=empty							point	O	
assez	assez	ADVgen	MORPH=empty	MORPH=empty							assez	O	
d'	de	PRE	MORPH=empty	MORPH=empty							d'	O	
eſperance	esperance	NOMcom	GENRE=f						GENRE=f		espérance	O	
à	à	PRE	MORPH=empty	MORPH=empty							à	O	
me	je	PROper	PERS.=1|NOMB.=s|CAS=r				PERS.=1	NOMB.=s		CAS=r	me	O	
donner	donner	VERinf	MORPH=empty	MORPH=empty							donner	O	
pour	pour	PRE	MORPH=empty	MORPH=empty							pour	O	
me	je	PROper	PERS.=1|NOMB.=s|CAS=r				PERS.=1	NOMB.=s		CAS=r	me	O	
faire	faire	VERinf	MORPH=empty	MORPH=empty							faire	O	
rien	rien	PROind	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m		rien	O	
dire	dire	VERinf	MORPH=empty	MORPH=empty							dire	O	
contre	contre	PRE	MORPH=empty	MORPH=empty							contre	O	
ma	mon	DETpos	PERS.=1|NOMB.=s|GENRE=f				PERS.=1	NOMB.=s	GENRE=f		ma	O	
cõſcience	crscience	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f		conscience	O	
.	.	PONfrt	MORPH=empty	MORPH=empty							.	O	
Ie	Ie	PROper	PERS.=3|NOMB.=s|GENRE=f				PERS.=3	NOMB.=s	GENRE=f		je	O	
parle	parler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s		MODE=ind|		PERS.=3	NOMB.=s			parle	O	
donc	donc	ADVgen	MORPH=empty	MORPH=empty							donc	O	
de	de	PRE	MORPH=empty	MORPH=empty							de	I-time	
la	le	DETdef	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f		la	O	
ſorte	sorte	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f		sorte	O	
pour	pour	PRE	MORPH=empty	MORPH=empty							pour	O	
le	le	DETdef	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m		le	O	
ſeul	seul	ADJqua	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m		seul	O	
intereſt	interest	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m		intérêt	O	
de	de	PRE	MORPH=empty	MORPH=empty							de	I-time	
la	le	DETdef	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f		la	O	
vertu	vertu	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f		vertu	O	
,	,	PONfbl	MORPH=empty	MORPH=empty							,	O	
&	s	PONfbl	MORPH=empty	MORPH=empty							et	O	
ſi	si	CONsub	MORPH=empty	MORPH=empty							si	O	
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n				PERS.=3	NOMB.=s	GENRE=f	CAS=n	elle	O	
n’	ne	ADVneg	MORPH=empty	MORPH=empty									
eſtoit	estoir	VERcjg	PERS.=3|NOMB.=s				PERS.=3	NOMB.=s			était	O	
de	de	PRE	MORPH=empty	MORPH=empty							de	I-time	
noſtre	nostre	NOMcom	NOMB.=s					NOMB.=s			notre	O	
coſté	coster	VERppe	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m		côté	O	
,	,	PONfbl	MORPH=empty	MORPH=empty							,	O	
ie	je	CONsub	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f		je	O	
l’	il	DETdef	NOMB.=s					NOMB.=s					
irois	aller	NOMcom	NOMB.=s					NOMB.=s			irais	O	
pluſtoſt	pluster	ADVgen	NOMB.=p					NOMB.=p			plutôt	O	
chercher	chercher	VERinf	MORPH=empty	MORPH=empty							chercher	O	
parmy	parmy	VERppe	NOMB.=s					NOMB.=s			parmi	O	
les	le	DETdef	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m		les	O	
ennemis	ennemi	NOMcom	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m		ennemis	O	
,	,	PONfbl	MORPH=empty	MORPH=empty							,	O	
afin	afin	ADVgen	MORPH=empty	MORPH=empty							afin	O	
de	de	PRE	MORPH=empty	MORPH=empty							de	I-time	
luy	luy	PROper	NOMB.=s					NOMB.=s			lui	O	
rendre	rendre	VERinf	MORPH=empty	MORPH=empty							rendre	O	
ce	ce	PROdem	NOMB.=s|GENRE=n					NOMB.=s	GENRE=n		ce	O	
qu’	que	PROrel	MORPH=empty	MORPH=empty									
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n				PERS.=3	NOMB.=s	GENRE=f	CAS=n	elle	O	
merite	meriter	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s		MODE=sub|		PERS.=3	NOMB.=s			mérite	O	
.	.	PONfrt	MORPH=empty	MORPH=empty							.	O	
Perſonne	personne	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f		Personne	O	
ne	ne	ADVneg	MORPH=empty	MORPH=empty							ne	O	
croira	croire	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s		MODE=ind|		PERS.=3	NOMB.=s			croira	O	
que	que	CONsub	MORPH=empty	MORPH=empty							que	O	
i’	je	ADVgen	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f				
aye	avoir	ADJqua	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f		aie	O	
de	de	PRE	MORPH=empty	MORPH=empty							de	I-time	
pretention	pretention	NOMcom	NOMB.=s					NOMB.=s			prétention	O	
dans	dans	PRE	MORPH=empty	MORPH=empty							dans	O	
les	le	DETdef	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m		les	O	
armees	arme	NOMcom	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m		armées	O	
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m		du	O	
Roy	Roy	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m		Roi	B-func	
d’	de	PRE	MORPH=empty	MORPH=empty									
Eſpaigne	Espaigne	NOMpro	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f		Espagne	I-func	
,	,	PONfbl	MORPH=empty	MORPH=empty							,	O	
ny	ny	PROadv	MORPH=empty	MORPH=empty							ni	O	
que	que	CONsub	MORPH=empty	MORPH=empty							que	O	
ie	je	PROper	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f		je	O	
veüille	veüille	VERcjg	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f		veuille	O	
faire	faire	VERinf	MORPH=empty	MORPH=empty							faire	O	
fortune	fortune	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f		fortune	O	
en	en	PRE	MORPH=empty	MORPH=empty							en	O	
Hollande	Hollande	NOMpro	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f		Hollande	B-loc	http://www.wikidata.org/entity/Q55
:	:	PONfbl	MORPH=empty	MORPH=empty							:	O	
&	être	DETndf	MORPH=empty	MORPH=empty							et	O	
neantmoins	neantmoin	NOMcom	NOMB.=s					NOMB.=s			néanmoins	O	
ie	je	VERcjg	NOMB.=s					NOMB.=s			je	O	
louë	louer	PROper	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m		loue	O	
le	le	DETdef	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m		le	O	
Prince	prince	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m		Prince	B-pers	
d’	de	PRE	MORPH=empty	MORPH=empty									
Aurãge	Aurgge	NOMpro	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f		Orange	I-pers	
,	,	PONfbl	MORPH=empty	MORPH=empty							,	O	
&	être	PRE	MORPH=empty	MORPH=empty							et	O	
le	le	DETdef	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m		le	O	
Marquis	marquis	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m		Marquis	B-func	
de	de	PRE	MORPH=empty	MORPH=empty							de	I-time	
Spinola	Spinola	NOMpro	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f		Spinola	I-func	
,	,	PONfbl	MORPH=empty	MORPH=empty							,	O	
comme	comme	CONsub	MORPH=empty	MORPH=empty							comme	O	
ſi	si	CONsub	MORPH=empty	MORPH=empty							si	O	
i’	je	ADVgen	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f				
eſtois	estois	VERppe	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m		étais	O	
des	de_le	PRE.DETdef	NOMB.=p					NOMB.=p			des	O	
deux	deux	ADJcar	NOMB.=p					NOMB.=p			deux	O	
partys	party	NOMcom	NOMB.=p|GENRE=f					NOMB.=p	GENRE=f		partis	O	
contraires	contraire	ADJqua	NOMB.=p|GENRE=f					NOMB.=p	GENRE=f		contraires	O	
en	en	PRE	MORPH=empty	MORPH=empty							en	O	
meſme	même	DETind	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m		même	O	
temps	temps	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m		temps	O	
:	:	PONfbl	MORPH=empty	MORPH=empty							:	O	
En	en	PRE	MORPH=empty	MORPH=empty							En	O	
effet	effet	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m		effet	O	
,	,	PONfbl	MORPH=empty	MORPH=empty							,	O	
Monſeigneur	Monseigneur	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m		Monseigneur	B-pers	
,	,	PONfbl	MORPH=empty	MORPH=empty							,	O	
ie	je	PROper	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f		je	O	
penſe	penser	VERcjg	MODE=sub|PERS.=3|NOMB.=s		MODE=sub|		PERS.=3	NOMB.=s			pense	O	
auoir	auoir	VERinf	MORPH=empty	MORPH=empty							avoir	O	
de	de	PRE	MORPH=empty	MORPH=empty							de	I-time	
l’	le	DETdef	NOMB.=s					NOMB.=s					
obligation	obligation	NOMcom	NOMB.=s					NOMB.=s			obligation	O	
à	à	PRE	MORPH=empty	MORPH=empty							à	O	
ceux	celui	PROdem	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m		ceux	O	
qui	qui	PROrel	MORPH=empty	MORPH=empty							qui	O	
me	je	PROper	PERS.=1|NOMB.=s|CAS=r				PERS.=1	NOMB.=s		CAS=r	me	O	
donnent	donner	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p		MODE=ind|		PERS.=3	NOMB.=p			donnent	O	
le	le	DETdef	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m		le	O	
moyen	moyen	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m		moyen	O	
de	de	PRE	MORPH=empty	MORPH=empty							de	I-time	
mettre	mettre	VERinf	MORPH=empty	MORPH=empty							mettre	O	
enſemble	ensemble	ADVgen	MORPH=empty	MORPH=empty							ensemble	O	
les	le	DETdef	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m		les	O	
deux	deux	ADJcar	NOMB.=p					NOMB.=p			deux	O	
plus	plus	ADVgen	MORPH=empty	MORPH=empty							plus	O	
rares	rare	ADJqua	NOMB.=p|GENRE=f					NOMB.=p	GENRE=f		rares	O	
choſes	chose	NOMcom	NOMB.=p|GENRE=f					NOMB.=p	GENRE=f		choses	O	
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m		du	O	
monde	monde	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m		monde	O	
,	,	PONfbl	MORPH=empty	MORPH=empty							,	O	
c’	ce	PROdem	NOMB.=s|GENRE=n					NOMB.=s	GENRE=n				
eſt	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s		MODE=ind|		PERS.=3	NOMB.=s			est	O	
à	à	PRE	MORPH=empty	MORPH=empty							à	O	
ſçauoir	sçauoir	VERinf	NOMB.=s					NOMB.=s			savoir	O	
la	le	DETdef	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f		la	O	
verité	verité	VERppe	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f		vérité	O	
&	s	PONfbl	MORPH=empty	MORPH=empty							et	O	
l’	le	DETdef	NOMB.=s					NOMB.=s					
eloquence	eloquence	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f		éloquence	O	
,	,	PONfbl	MORPH=empty	MORPH=empty							,	O	
Vous	vous	PROper	PERS.=2|NOMB.=p				PERS.=2	NOMB.=p			Vous	O	
m’	je	PROper	PERS.=1|NOMB.=s|CAS=r				PERS.=1	NOMB.=s		CAS=r			
auez	auez	VERcjg	MODE=ind|PERS.=2|NOMB.=p		MODE=ind|		PERS.=2	NOMB.=p			avez	O	
touſiours	tousiours	ADVgen	NOMB.=s					NOMB.=s			toujours	O	
fait	faire	VERppe	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m		fait	O	
l’	le	DETdef	NOMB.=s					NOMB.=s					
honneur	honneur	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m		honneur	O	
de	de	PRE	MORPH=empty	MORPH=empty							de	I-time	
me	je	PROper	PERS.=1|NOMB.=s|CAS=r				PERS.=1	NOMB.=s		CAS=r	me	O	
vouloir	vouloir	VERinf	MORPH=empty	MORPH=empty							vouloir	O	
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m		du	O	
bien	bien	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m		bien	O	
,	,	PONfbl	MORPH=empty	MORPH=empty							,	O	
&	je	PONfbl	MORPH=empty	MORPH=empty							et	O	
i’	je	PROper	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f				
ay	ay	NOMpro	NOMB.=p					NOMB.=p			ai	O	
reçeu	recevoir	VERppe	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f		reçu	O	
vne	vn	VERppe	GENRE=f						GENRE=f		une	O	
infinité	infinité	VERppe	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f		infinité	O	
de	de	PRE	MORPH=empty	MORPH=empty							de	I-time	
faueurs	faueur	NOMcom	NOMB.=s					NOMB.=s			faveurs	O	
de	de	PRE	MORPH=empty	MORPH=empty							de	I-time	
Monſeigneur	Monseigneur	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m		Monseigneur	B-pers	
le	le	DETdef	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m		le	O	
Cardinal	Cardinal	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m		Cardinal	I-pers	
voſtre	vôtre	ADJqua	NOMB.=s					NOMB.=s			votre	O	
Fils	fils	NOMpro	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m		Fils	B-pers	
;	;	PONfbl	MORPH=empty	MORPH=empty							;	O	
mais	mais	CONcoo	MORPH=empty	MORPH=empty							mais	O	
quoy	quoy	CONsub	MORPH=empty	MORPH=empty							quoi▁	O	
qu’	que	PROrel	MORPH=empty	MORPH=empty									
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=m|CAS=n				PERS.=3	NOMB.=s	GENRE=m	CAS=n	il	O	
en	en	PROadv	MORPH=empty	MORPH=empty							en	O	
ſoit	être	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s		MODE=sub|		PERS.=3	NOMB.=s			soit	O	
,	,	PONfbl	MORPH=empty	MORPH=empty							,	O	
ie	je	VERcjg	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f		je	O	
vous	vous	PROper	PERS.=2|NOMB.=p				PERS.=2	NOMB.=p			vous	O	
ſupplie	supplier	VERcjg	NOMB.=s					NOMB.=s			supplie	O	
de	de	PRE	MORPH=empty	MORPH=empty							de	I-time	
croire	croire	VERinf	MORPH=empty	MORPH=empty							croire	O	
que	que	CONsub	MORPH=empty	MORPH=empty							que	O	
mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=f				PERS.=1	NOMB.=s	GENRE=f		mon	O	
affection	affection	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f		affection	O	
eſt	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s		MODE=ind|		PERS.=3	NOMB.=s			est	O	
toute	tout	ADVgen	NOMB.=s					NOMB.=s			toute	O	
pure	pur	ADJqua	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f		pure	O	
,	,	PONfbl	MORPH=empty	MORPH=empty							,	O	
&	s	PROdem	MORPH=empty	MORPH=empty							et	O	
que	que	CONsub	MORPH=empty	MORPH=empty							que	O	
mes	mon	DETpos	PERS.=1|NOMB.=p|GENRE=m				PERS.=1	NOMB.=p	GENRE=m		mes	O	
intereſts	interest	NOMcom	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m		intérêts	O	
ne	ne	ADVneg	MORPH=empty	MORPH=empty							ne	O	
ſe	se	PROper	PERS.=3|NOMB.=s|CAS=r				PERS.=3	NOMB.=s		CAS=r	se	O	
meſlent	mesler	VERcjg	MODE=ind|PERS.=3|NOMB.=s		MODE=ind|		PERS.=3	NOMB.=s			mêlent	O	
point	point	ADVneg	MORPH=empty	MORPH=empty							point	O	
auec	auec	VERppe	GENRE=f						GENRE=f		avec	O	
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n				PERS.=3	NOMB.=s	GENRE=f	CAS=n	elle	O	
:	:	PONfbl	MORPH=empty	MORPH=empty							:	O	
i’	je	PROper	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f				
ay	ay	PRE	NOMB.=s					NOMB.=s			ai	O	
le	le	DETdef	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m		le	O	
contentement	contentement	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m		contentement	O	
de	de	PRE	MORPH=empty	MORPH=empty							de	I-time	
vous	vous	PROper	PERS.=2|NOMB.=p				PERS.=2	NOMB.=p			vous	O	
auoir	auoir	VERinf	MORPH=empty	MORPH=empty							avoir	O	
ſeruy	seruy	ADVgen	NOMB.=s					NOMB.=s			servi	O	
en	en	PRE	MORPH=empty	MORPH=empty							en	O	
vne	vn	PROind	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f		une	O	
mauuaiſe	mauuaise	ADJqua	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f		mauvaise	O	
ſaiſon	saison	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f		saison	O	
,	,	PONfbl	MORPH=empty	MORPH=empty							,	O	
&	s	CONsub	MORPH=empty	MORPH=empty							et	O	
d’	de	PRE	MORPH=empty	MORPH=empty									
auoir	auoir	VERinf	NOMB.=s					NOMB.=s			avoir	O	
eſté	ester	VERppe	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m		été	O	
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m		du	O	
plus	plus	ADVgen	MORPH=empty	MORPH=empty							plus	O	
foible	faible	ADJqua	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m		faible	O	
party	party	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m		parti	O	
,	,	PONfbl	MORPH=empty	MORPH=empty							,	O	
à	à	PRE	MORPH=empty	MORPH=empty							à	O	
cauſe	cause	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f		cause	O	
que	que	CONsub	MORPH=empty	MORPH=empty							que	O	
ie	je	ADVgen	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f		je	O	
croyois	croire	VERppe	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m		croyais	O	
qu’	que	CONsub	MORPH=empty	MORPH=empty									
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n				PERS.=3	NOMB.=s	GENRE=m	CAS=n	il	O	
eſtoit	estoire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s		MODE=ind|		PERS.=3	NOMB.=s			était	O	
le	le	DETdef	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m		le	O	
plus	plus	ADVgen	MORPH=empty	MORPH=empty							plus	O	
honneſte	honneste	ADJqua	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m		honnête	O	
:	:	PONfbl	MORPH=empty	MORPH=empty							:	O	
Depuis	depuis	PRE	MORPH=empty	MORPH=empty							Depuis	O	
ce	ce	DETdem	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m		ce	O	
temps	temps	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m		temps	O	
la	le	DETdef	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f		la	O	
ie	je	PROpos	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f		je	O	
n’	ne	ADVneg	MORPH=empty	MORPH=empty									
ay	avoir	VERcjg	MORPH=empty	MORPH=empty							ai	O	
pas	pas	ADVneg	MORPH=empty	MORPH=empty							pas	O	
chãgé	chager	VERppe	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m		changé	O	
d’	de	PRE	MORPH=empty	MORPH=empty									
aduis	aduis	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m		avis	O	
,	,	PONfbl	MORPH=empty	MORPH=empty							,	O	
&	je	PRE	MORPH=empty	MORPH=empty							et	O	
les	le	DETdef	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m		les	O	
raiſons	raison	NOMcom	NOMB.=p|GENRE=f					NOMB.=p	GENRE=f		raisons	O	
qui	qui	PROrel	MORPH=empty	MORPH=empty							qui	O	
m’	je	PROper	PERS.=1|NOMB.=s|CAS=r				PERS.=1	NOMB.=s		CAS=r			
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p		MODE=ind|		PERS.=3	NOMB.=p			ont	O	
porté	porter	VERppe	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m		porté	O	
à	à	PRE	MORPH=empty	MORPH=empty							à	O	
faire	faire	VERinf	MORPH=empty	MORPH=empty							faire	O	
ce	ce	PROdem	NOMB.=s|GENRE=n					NOMB.=s	GENRE=n		ce	O	
que	que	PROrel	MORPH=empty	MORPH=empty							que	O	
i’	je	PROper	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f				
ay	ay	NOMpro	NOMB.=s					NOMB.=s			ai	O	
fait	faire	VERcjg	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m		fait	O	
,	,	PONfbl	MORPH=empty	MORPH=empty							,	O	
eſtãt	estet	VERcjg	NOMB.=p					NOMB.=p			étant	O	
encore	encore	ADVgen	MORPH=empty	MORPH=empty							encore	O	
les	le	DETdef	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m		les	O	
meſmes	mesme	NOMcom	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m		mêmes	O	
,	,	PONfbl	MORPH=empty	MORPH=empty							,	O	
Ie	Ie	PROper	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f		je	O	
ſuis	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s		MODE=ind|		PERS.=1	NOMB.=s			suis	O	
veritablement	veritablement	ADJqua	NOMB.=p					NOMB.=p			véritablement	O	
comme	comme	CONsub	MORPH=empty	MORPH=empty							comme	O	
i’	je	PROper	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f				
ay	ay	NOMpro	NOMB.=p					NOMB.=p			ai	O	
touſiours	tousiours	ADJqua	NOMB.=p					NOMB.=p			toujours	O	
eſté	ester	VERppe	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m		été	O	
.	.	PONfrt	MORPH=empty	MORPH=empty							.	O	
MONSEIGNEVR	monsiegner	NOMpro	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m		MONSEIGNEUR	B-pers	
,	,	PONfbl	MORPH=empty	MORPH=empty							,	O	
Voſtre	vôtre	VERinf	NOMB.=s					NOMB.=s			Votre	O	
tres	tres	ADVgen	NOMB.=s					NOMB.=s			très	O	
-	-	DETdef	GENRE=m						GENRE=m				
humble	humble	ADJqua	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f		humble	O	
&	s	PRE.DETdef	MORPH=empty	MORPH=empty							et	O	
tres	tre	NOMcom	NOMB.=s					NOMB.=s			très	O	
-	-	PONfbl	MORPH=empty	MORPH=empty									
obeiſſant	obeissant	VERppa	NOMB.=p					NOMB.=p			obéissant	O	
ſeruiteur	seruiteur	VERinf	MORPH=empty	MORPH=empty							serviteur	O	
.	.	PONfrt	MORPH=empty	MORPH=empty							.	O	
Balzac	balzac	INJ	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m		Balzac	B-pers	
.	.	PONfrt	MORPH=empty	MORPH=empty							.	O	
A	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s		MODE=ind|		PERS.=3	NOMB.=s			À	O	
Rome	Rome	NOMpro	NOMB.=s					NOMB.=s			Rome	B-loc	http://www.wikidata.org/entity/Q220
le	le	DETdef	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m		le	O	
7	7	PROind	MORPH=empty	MORPH=empty							7	B-time	
.	.	PONfrt	MORPH=empty	MORPH=empty							.	O	
de	de	PRE	MORPH=empty	MORPH=empty							de	I-time	
Iuin	Iuin	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m		Juin	I-time	
1621	1621	NOMcom	NOMB.=s					NOMB.=s			1621	I-time	
.	.	PONfrt	MORPH=empty	MORPH=empty							.	O	
